dim	mo	k	n	amount	rem	act
goods	2026-07	2512	2	1240.00	1089.00	2
goods	2026-07	2514	5	5129.00	4463.00	5
goods	2026-07	2518	1	1340.00	1330.00	1
goods	2026-07	2520	2	1740.00	1634.00	2
goods	2026-07	25266	1	2790.00	2192.00	1
goods	2026-07	2530	8	7332.00	6395.00	8
goods	2026-07	2540	1	820.00	720.00	1
goods	2026-07	2564	1	980.00	873.00	1
goods	2026-07	2574	1	1280.00	984.00	1
goods	2026-07	2600	1	310.00	224.00	1
goods	2026-07	26528	1	5650.00	4360.00	1
goods	2026-07	2756	1	440.00	387.00	1
goods	2026-07	28202	1	1253.24	1073.24	1
goods	2026-07	288	2	6140.00	5801.00	2
goods	2026-07	289	5	16759.00	14360.00	5
goods	2026-07	29768	1	1800.00	1600.00	1
goods	2026-07	299	1	1170.00	1026.00	1
goods	2026-07	30812	1	650.00	567.00	1
goods	2026-07	30959	1	900.00	801.00	1
goods	2026-07	313	1	1190.00	953.00	1
goods	2026-07	319	1	280.00	180.00	1
goods	2026-07	324	6	2216.00	1964.00	6
goods	2026-07	325	2	760.00	592.00	2
goods	2026-07	32667	1	780.00	675.00	1
goods	2026-07	328	3	1223.00	1036.00	3
goods	2026-07	32837	1	740.00	609.00	1
goods	2026-07	33075	2	1860.00	1660.00	2
goods	2026-07	331	1	3060.00	2745.00	1
goods	2026-07	333	1	538.26	414.26	1
goods	2026-07	337	1	1240.00	1071.00	1
goods	2026-07	340	3	4900.00	4134.00	3
goods	2026-07	342	2	2770.00	2538.00	2
goods	2026-07	344	1	2459.00	2195.00	1
goods	2026-07	350	1	1160.00	880.00	1
goods	2026-07	353	1	440.00	387.00	1
goods	2026-07	355	1	500.00	360.00	1
goods	2026-07	35501	1	520.00	400.00	1
goods	2026-07	357	1	1350.00	1125.00	1
goods	2026-07	363	1	320.00	258.00	1
goods	2026-07	36364	1	780.00	684.00	1
goods	2026-07	36366	1	769.80	591.80	1
goods	2026-07	36416	1	860.00	790.00	1
goods	2026-07	367	1	1140.00	940.00	1
goods	2026-07	372	1	3290.00	3240.00	1
goods	2026-07	3745	6	7556.00	6239.65	6
goods	2026-07	3748	16	19899.15	17677.15	16
goods	2026-07	383	1	380.00	333.00	1
goods	2026-07	3831	4	3118.78	2716.78	4
goods	2026-07	38561	3	1660.00	1529.00	3
goods	2026-07	3869	1	620.00	540.00	1
goods	2026-07	3870	1	1910.00	1710.00	1
goods	2026-07	38777	1	530.00	400.00	1
goods	2026-07	38857	6	10189.00	8395.00	6
goods	2026-07	39060	1	490.00	432.00	1
goods	2026-07	39063	1	290.00	224.00	1
goods	2026-07	39165	1	4940.00	4939.00	1
goods	2026-07	39175	1	894.84	759.84	1
goods	2026-07	39176	1	1260.00	960.00	1
goods	2026-07	39328	1	1880.00	1647.00	1
goods	2026-07	394	1	1220.00	1089.00	1
goods	2026-07	39408	1	1110.00	871.00	1
goods	2026-07	39469	1	1020.00	800.00	1
goods	2026-07	39561	1	2910.00	2520.00	1
goods	2026-07	39582	1	280.00	216.00	1
goods	2026-07	39594	1	240.00	207.00	1
goods	2026-07	39596	2	658.00	529.00	2
goods	2026-07	39640	1	430.00	320.00	1
goods	2026-07	39642	2	860.00	696.00	2
goods	2026-07	39644	2	940.00	810.00	2
goods	2026-07	39645	5	3049.00	2423.00	5
goods	2026-07	39649	7	4916.40	3958.50	7
goods	2026-07	39654	1	950.00	900.00	1
goods	2026-07	39655	2	1892.00	1610.00	2
goods	2026-07	39658	3	2955.00	2269.00	3
goods	2026-07	39663	1	1092.00	1075.00	1
goods	2026-07	39664	1	2600.00	2295.00	1
goods	2026-07	39668	3	4500.00	3685.00	3
goods	2026-07	39669	2	3000.00	2705.00	2
goods	2026-07	39715	3	1678.00	1419.00	3
goods	2026-07	39716	1	560.00	440.00	1
goods	2026-07	39927	3	2100.00	1767.00	3
goods	2026-07	39973	1	700.00	603.00	1
goods	2026-07	402	1	310.00	270.00	1
goods	2026-07	40219	2	1451.00	1198.00	2
goods	2026-07	40240	1	1280.00	1125.00	1
goods	2026-07	40243	1	870.00	765.00	1
goods	2026-07	40252	1	2030.00	1618.00	1
goods	2026-07	40291	2	1260.00	1080.00	2
goods	2026-07	40293	1	770.00	675.00	1
goods	2026-07	40295	1	1650.00	1440.00	1
goods	2026-07	40297	1	3340.00	3040.00	1
goods	2026-07	40353	1	1190.00	1044.00	1
goods	2026-07	40366	1	1190.00	1071.00	1
goods	2026-07	40367	1	1280.00	1125.00	1
goods	2026-07	40371	1	768.00	655.00	1
goods	2026-07	40464	2	1720.00	1574.00	2
goods	2026-07	40466	1	1610.00	1590.00	1
goods	2026-07	40467	1	1110.00	981.00	1
goods	2026-07	40469	3	3590.00	3026.00	3
goods	2026-07	40531	1	460.00	360.00	1
goods	2026-07	40560	1	790.00	630.00	1
goods	2026-07	4088	1	1980.00	1950.00	1
goods	2026-07	40903	1	360.00	292.00	1
goods	2026-07	410	5	12779.44	11088.44	5
goods	2026-07	41460	1	1869.00	1655.00	1
goods	2026-07	41538	1	1110.00	999.00	1
goods	2026-07	41543	1	430.00	360.00	1
goods	2026-07	41544	2	740.00	576.00	2
goods	2026-07	41548	1	550.00	432.00	1
goods	2026-07	41565	1	1870.00	1620.00	1
goods	2026-07	41589	1	2290.00	1971.00	1
goods	2026-07	41591	2	2900.00	2660.00	2
goods	2026-07	41592	1	2840.00	2466.00	1
goods	2026-07	425	1	1570.00	1323.00	1
goods	2026-07	42577	1	1200.00	990.00	1
goods	2026-07	426	3	4194.00	3851.00	3
goods	2026-07	427	6	5752.90	4848.90	6
goods	2026-07	430	1	2900.00	2520.00	1
goods	2026-07	43054	1	600.00	462.00	1
goods	2026-07	434	1	2018.00	1635.00	1
goods	2026-07	4367	1	630.00	540.00	1
goods	2026-07	44740	1	1200.00	1035.00	1
goods	2026-07	45169	1	477.00	370.00	1
goods	2026-07	45225	1	388.00	315.00	1
goods	2026-07	459	1	460.00	338.00	1
goods	2026-07	45904	1	2106.00	1850.00	1
goods	2026-07	45905	1	1280.00	1080.00	1
goods	2026-07	45907	1	2410.00	2360.00	1
goods	2026-07	45909	3	7350.00	6200.00	3
goods	2026-07	45911	1	1960.00	0.00	0
goods	2026-07	481	1	1930.00	1710.00	1
goods	2026-07	48878	1	3530.00	2664.00	1
goods	2026-07	49959	1	1428.00	930.00	1
goods	2026-07	51154	1	1260.00	1125.00	1
goods	2026-07	51158	1	320.00	279.00	1
goods	2026-07	51159	1	3739.00	3230.00	1
goods	2026-07	51160	1	2550.00	2250.00	1
goods	2026-07	51165	2	864.00	740.00	2
goods	2026-07	51601	2	650.00	450.00	2
goods	2026-07	51709	8	4436.67	3975.67	8
goods	2026-07	51712	1	1380.00	1170.00	1
goods	2026-07	51715	1	1510.00	1359.00	1
goods	2026-07	51716	4	4974.00	4282.00	4
goods	2026-07	51759	1	1898.00	1690.00	1
goods	2026-07	51761	3	4918.00	4064.00	3
goods	2026-07	524	1	1290.00	1080.00	1
goods	2026-07	526	1	2280.00	1782.00	1
goods	2026-07	527	1	1639.96	1439.96	1
goods	2026-07	531	2	2175.00	1837.00	2
goods	2026-07	532	1	420.00	360.00	1
goods	2026-07	53496	1	1527.00	1270.00	1
goods	2026-07	53498	1	3170.00	2673.00	1
goods	2026-07	53499	1	570.00	495.00	1
goods	2026-07	537	1	1200.00	1053.00	1
goods	2026-07	53826	1	2138.00	1924.00	1
goods	2026-07	55980	1	960.00	819.00	1
goods	2026-07	56650	1	2190.00	2090.00	1
goods	2026-07	56654	2	8520.00	7243.00	2
goods	2026-07	57506	1	1020.00	900.00	1
goods	2026-07	57520	1	1500.00	1260.00	1
goods	2026-07	57538	1	2220.00	1953.00	1
goods	2026-07	57548	1	1060.00	1030.00	1
goods	2026-07	57549	2	3260.00	2880.00	2
goods	2026-07	57555	1	9020.00	7217.00	1
goods	2026-07	57573	1	2610.00	2340.00	1
goods	2026-07	57588	1	2900.00	2520.00	1
goods	2026-07	57803	3	1260.00	1098.00	3
goods	2026-07	580	1	1936.00	1706.00	1
goods	2026-07	58069	4	5726.00	4964.00	4
goods	2026-07	58073	1	1377.00	1230.00	1
goods	2026-07	58074	1	580.00	477.00	1
goods	2026-07	58090	1	560.00	486.00	1
goods	2026-07	58903	3	2360.00	1826.00	3
goods	2026-07	597	2	4700.00	4230.00	2
goods	2026-07	598	2	7239.00	6424.00	2
goods	2026-07	60106	1	240.00	190.00	1
goods	2026-07	604	1	3670.00	3240.00	1
goods	2026-07	605	1	3860.00	3465.00	1
goods	2026-07	608	1	1240.00	1000.00	1
goods	2026-07	61094	4	2648.00	2338.00	4
goods	2026-07	611	3	3490.00	3312.00	3
goods	2026-07	61545	3	4438.20	3580.20	3
goods	2026-07	61546	1	1538.00	1465.00	1
goods	2026-07	616	1	920.00	918.00	1
goods	2026-07	618	1	1973.00	1730.00	1
goods	2026-07	622	2	3310.00	2758.00	2
goods	2026-07	62504	1	1087.00	790.00	1
goods	2026-07	626	1	2400.00	2390.00	1
goods	2026-07	62674	1	3812.00	3160.00	1
goods	2026-07	630	1	959.00	805.00	1
goods	2026-07	631	5	4285.00	3729.00	5
goods	2026-07	63678	2	1020.00	734.00	2
goods	2026-07	63686	1	360.00	315.00	1
goods	2026-07	63692	1	310.00	270.00	1
goods	2026-07	63701	2	1240.00	1094.00	2
goods	2026-07	63724	1	377.00	0.00	0
goods	2026-07	64034	1	680.00	585.00	1
goods	2026-07	64037	1	2450.00	2160.00	1
goods	2026-07	64154	3	1105.89	888.89	3
goods	2026-07	64155	1	520.00	450.00	1
goods	2026-07	644	1	2670.00	2358.00	1
goods	2026-07	650	1	4400.00	3600.00	1
goods	2026-07	65935	1	280.00	243.00	1
goods	2026-07	661	1	1705.00	1490.00	1
goods	2026-07	663	1	2300.00	2200.00	1
goods	2026-07	669	2	4106.10	3364.10	2
goods	2026-07	67633	3	2306.00	1746.00	3
goods	2026-07	67634	1	480.00	423.00	1
goods	2026-07	67635	3	1829.00	1650.00	3
goods	2026-07	67636	2	1879.00	1464.00	2
goods	2026-07	67637	6	6758.00	5838.00	6
goods	2026-07	67638	1	2025.00	1621.00	1
goods	2026-07	67639	5	13529.00	12459.00	5
goods	2026-07	67640	1	1032.00	1016.00	1
goods	2026-07	67641	4	5379.00	4796.00	4
goods	2026-07	67642	1	2360.00	2124.00	1
goods	2026-07	67643	1	3140.00	2496.00	1
goods	2026-07	67856	1	1440.00	1120.00	1
goods	2026-07	679	8	6210.00	5426.00	8
goods	2026-07	682	2	3240.00	2826.00	2
goods	2026-07	684	1	1071.60	881.60	1
goods	2026-07	685	2	2560.00	2205.00	2
goods	2026-07	68729	2	1730.00	1512.00	2
goods	2026-07	68730	2	3210.00	2790.00	2
goods	2026-07	688	2	5020.00	4660.00	2
goods	2026-07	68901	1	2120.00	1890.00	1
goods	2026-07	68903	1	2417.00	2130.00	1
goods	2026-07	68909	6	11039.00	9193.00	6
goods	2026-07	68913	4	11620.00	10020.00	4
goods	2026-07	692	1	2510.00	2214.00	1
goods	2026-07	70298	1	659.00	575.00	1
goods	2026-07	70299	1	659.00	575.00	1
goods	2026-07	703	3	3298.00	1656.00	2
goods	2026-07	70303	1	660.00	504.00	1
goods	2026-07	70312	1	950.00	828.00	1
goods	2026-07	70317	2	1540.00	900.00	2
goods	2026-07	70318	1	768.00	664.00	1
goods	2026-07	70327	3	3030.00	2582.00	3
goods	2026-07	70328	1	1003.00	789.00	1
goods	2026-07	70331	1	680.00	650.00	1
goods	2026-07	704	4	8320.00	7093.00	4
goods	2026-07	707	1	1230.00	1064.00	1
goods	2026-07	710	1	1920.00	1683.00	1
goods	2026-07	71306	1	510.00	441.00	1
goods	2026-07	71308	1	270.00	200.00	1
goods	2026-07	71330	1	280.00	209.00	1
goods	2026-07	719	4	5793.00	4985.00	4
goods	2026-07	71994	2	960.00	807.00	2
goods	2026-07	720	6	11264.61	9744.61	6
goods	2026-07	725	2	938.00	758.00	2
goods	2026-07	726	2	1620.00	1269.00	2
goods	2026-07	72870	1	610.00	531.00	1
goods	2026-07	73079	1	480.00	423.00	1
goods	2026-07	732	1	1500.00	1305.00	1
goods	2026-07	73240	1	950.00	837.00	1
goods	2026-07	73776	1	377.00	190.00	1
goods	2026-07	741	1	3520.00	2943.00	1
goods	2026-07	747	2	2350.00	1894.00	2
goods	2026-07	750	1	1300.00	1270.00	1
goods	2026-07	757	1	1470.00	1305.00	1
goods	2026-07	76287	2	2692.00	1319.00	2
goods	2026-07	76288	5	7498.00	6556.00	5
goods	2026-07	76882	2	5878.00	5227.00	2
goods	2026-07	773	2	2710.00	2367.00	2
goods	2026-07	781	2	2680.00	2210.00	2
goods	2026-07	782	4	6680.00	5681.00	4
goods	2026-07	783	1	1830.00	1602.00	1
goods	2026-07	78608	1	229.50	176.00	1
goods	2026-07	800	4	1880.00	1561.00	4
goods	2026-07	812	1	5080.00	4780.00	1
goods	2026-07	816	1	3120.00	3090.00	1
goods	2026-07	832	3	2400.00	2262.00	3
goods	2026-07	842	2	2080.00	1800.00	2
goods	2026-07	843	4	4800.00	3900.00	4
goods	2026-07	848	1	1150.00	980.00	1
goods	2026-07	849	1	1260.00	1080.00	1
goods	2026-07	859	1	480.00	405.00	1
goods	2026-07	862	3	1560.00	1350.00	3
goods	2026-07	876	5	4281.27	3767.27	5
goods	2026-07	880	1	1148.00	1015.00	1
goods	2026-07	88769	1	3430.00	2727.00	1
goods	2026-07	889	1	1140.00	990.00	1
goods	2026-07	89633	1	910.00	900.00	1
goods	2026-07	89638	1	680.00	440.00	1
goods	2026-07	89645	4	1157.51	1015.51	4
goods	2026-07	89646	1	760.00	675.00	1
goods	2026-07	897	1	1540.00	1350.00	1
goods	2026-07	898	1	1830.00	1620.00	1
goods	2026-07	901	1	2487.00	1950.00	1
goods	2026-07	902	1	1500.00	1120.00	1
goods	2026-07	903	2	2498.00	2230.00	2
goods	2026-07	908	1	1670.00	1296.00	1
goods	2026-07	909	1	850.00	756.00	1
goods	2026-07	910	2	1720.00	1387.00	2
goods	2026-07	912	2	3390.00	3006.00	2
goods	2026-07	915	2	1120.00	1045.00	2
goods	2026-07	920	1	809.00	719.00	1
goods	2026-07	93380	1	2700.00	2376.00	1
goods	2026-07	937	1	1110.00	972.00	1
goods	2026-07	942	2	3168.61	2833.61	2
goods	2026-07	958	1	560.00	436.00	1
goods	2026-07	96114	1	2360.00	1840.00	1
goods	2026-07	96116	1	1410.00	1224.00	1
goods	2026-07	977	2	2199.00	1952.00	2
goods	2026-07	983	1	620.00	504.00	1
goods	2026-07	986	1	529.00	343.00	1
goods	2026-07	991	8	4981.70	4179.70	8
goods	2026-08	1008	1	1140.00	1000.00	1
goods	2026-08	101124	2	1020.00	941.00	2
goods	2026-08	1015	1	1240.00	1100.00	1
goods	2026-08	1021	2	2080.00	1846.00	2
goods	2026-08	1027	1	560.00	540.00	1
goods	2026-08	1028	1	760.00	740.00	1
goods	2026-08	1030	1	510.00	500.00	1
goods	2026-08	1057	1	630.00	610.00	1
goods	2026-08	1063	1	1240.00	1200.00	1
goods	2026-08	1066	1	2220.00	2000.00	1
goods	2026-08	1067	1	2450.00	1845.00	1
goods	2026-08	10683	1	810.00	800.00	1
goods	2026-08	10688	1	350.00	330.00	1
goods	2026-08	10729	2	1520.00	1421.00	2
goods	2026-08	10731	1	1380.00	1180.00	1
goods	2026-08	1077	1	3480.00	2980.00	1
goods	2026-08	1086	14	13438.00	12576.73	14
goods	2026-08	1095	2	2700.00	2506.00	2
goods	2026-08	1102	3	2760.00	2670.00	3
goods	2026-08	1108	1	360.00	340.00	1
goods	2026-08	1188	1	3390.00	3000.00	1
goods	2026-08	1190	3	1980.00	1885.00	3
goods	2026-08	1192	1	700.00	690.00	1
goods	2026-08	1193	2	1440.00	1400.00	2
goods	2026-08	1217	1	1020.00	900.00	1
goods	2026-08	1232	1	370.00	234.00	1
goods	2026-08	12417	1	390.00	380.00	1
goods	2026-08	1245	1	2650.00	2255.00	1
goods	2026-08	125	2	560.00	431.00	2
goods	2026-08	1253	1	1390.00	1242.00	1
goods	2026-08	1255	1	1730.00	1450.00	1
goods	2026-08	1273	1	570.00	495.00	1
goods	2026-08	13218	1	870.00	760.00	1
goods	2026-08	13277	1	320.00	310.00	1
goods	2026-08	1331	1	490.00	440.00	1
goods	2026-08	1348	1	280.00	270.00	1
goods	2026-08	1352	1	420.00	410.00	1
goods	2026-08	1354	1	320.00	279.00	1
goods	2026-08	1356	1	340.00	330.00	1
goods	2026-08	1369	1	1577.00	1410.00	1
goods	2026-08	1377	1	2030.00	1950.00	1
goods	2026-08	138	2	780.00	760.00	2
goods	2026-08	1386	1	2990.00	2690.00	1
goods	2026-08	139384	1	1850.00	1700.00	1
goods	2026-08	1407	3	3920.00	3544.00	3
goods	2026-08	1417	1	370.00	360.00	1
goods	2026-08	142258	1	1600.00	1500.00	1
goods	2026-08	142259	1	1600.00	1500.00	1
goods	2026-08	142263	2	1570.00	1530.00	2
goods	2026-08	142264	2	1780.00	1710.00	2
goods	2026-08	142266	3	2840.00	2620.00	3
goods	2026-08	142267	3	2840.00	2690.00	3
goods	2026-08	142268	2	2640.00	2580.00	2
goods	2026-08	142269	1	1280.00	1180.00	1
goods	2026-08	142277	1	1550.00	1500.00	1
goods	2026-08	142295	1	760.00	740.00	1
goods	2026-08	142297	1	860.00	840.00	1
goods	2026-08	142298	1	990.00	900.00	1
goods	2026-08	142300	4	4800.00	4670.00	4
goods	2026-08	142303	2	3040.00	2840.00	2
goods	2026-08	142306	1	1980.00	1680.00	1
goods	2026-08	142308	1	610.00	610.00	1
goods	2026-08	1435	1	460.00	450.00	1
goods	2026-08	1441	1	1040.00	1000.00	1
goods	2026-08	1459	1	290.00	280.00	1
goods	2026-08	1469	2	1040.01	1000.01	2
goods	2026-08	1471	3	3480.00	3230.00	3
goods	2026-08	1472	5	3480.00	3209.00	5
goods	2026-08	1473	3	2260.00	2028.00	3
goods	2026-08	1476	3	5310.00	5030.00	3
goods	2026-08	1478	1	2580.00	2480.00	1
goods	2026-08	1483	1	300.00	261.00	1
goods	2026-08	1484	3	5097.00	4590.00	3
goods	2026-08	1511	1	591.00	540.00	1
goods	2026-08	1512	1	990.00	970.00	1
goods	2026-08	1515	1	3840.00	3240.00	1
goods	2026-08	1522	1	1700.00	1520.00	1
goods	2026-08	1523	2	1719.00	1520.00	2
goods	2026-08	1544	1	1540.01	1450.01	1
goods	2026-08	1545	1	1100.00	1090.00	1
goods	2026-08	1558	2	1820.00	1760.00	2
goods	2026-08	156	1	330.00	300.00	1
goods	2026-08	1563	2	540.00	484.00	2
goods	2026-08	1566	2	1100.00	1070.00	2
goods	2026-08	1567	1	1470.00	1370.00	1
goods	2026-08	1597	1	2510.00	2400.00	1
goods	2026-08	1600	1	2540.00	2400.00	1
goods	2026-08	1614	1	3080.00	2142.00	1
goods	2026-08	1633	1	330.00	270.00	1
goods	2026-08	1646	2	2970.00	2820.00	2
goods	2026-08	1659	1	2680.00	2380.00	1
goods	2026-08	1660	2	5370.00	5150.00	2
goods	2026-08	1663	2	5180.00	4820.00	2
goods	2026-08	1668	1	2130.00	1830.00	1
goods	2026-08	1681	1	920.00	910.00	1
goods	2026-08	1682	1	920.00	648.00	1
goods	2026-08	1728	1	630.00	610.00	1
goods	2026-08	1735	1	370.00	320.00	1
goods	2026-08	1770	1	300.00	290.00	1
goods	2026-08	1782	1	290.00	270.00	1
goods	2026-08	1796	1	180.00	180.00	1
goods	2026-08	1802	2	1340.00	1320.00	2
goods	2026-08	1883	2	4920.00	4230.00	2
goods	2026-08	1896	2	960.00	864.00	2
goods	2026-08	1900	1	400.00	390.00	1
goods	2026-08	1901	1	250.00	240.00	1
goods	2026-08	19082	1	560.00	540.00	1
goods	2026-08	1967	1	263.00	250.00	1
goods	2026-08	1973	1	1400.00	1300.00	1
goods	2026-08	1975	3	2400.01	2232.01	3
goods	2026-08	1977	1	1390.00	1290.00	1
goods	2026-08	1985	1	1400.00	1400.00	1
goods	2026-08	1994	6	9180.02	8528.02	6
goods	2026-08	2007	4	5160.00	4940.00	4
goods	2026-08	2013	1	1550.00	1450.00	1
goods	2026-08	2024	1	2520.01	2500.01	1
goods	2026-08	2025	1	570.00	520.00	1
goods	2026-08	2026	1	950.00	940.00	1
goods	2026-08	2028	1	2470.00	2205.00	1
goods	2026-08	20679	1	310.00	300.00	1
goods	2026-08	20693	1	340.00	330.00	1
goods	2026-08	21024	2	1000.00	970.00	2
goods	2026-08	211	1	370.00	350.00	1
goods	2026-08	2122	1	1580.00	1500.00	1
goods	2026-08	2127	24	17567.00	16257.00	24
goods	2026-08	2141	3	1480.00	1393.00	3
goods	2026-08	21433	1	1050.00	950.00	1
goods	2026-08	2144	1	2080.00	1845.00	1
goods	2026-08	2148	1	1921.00	1771.00	1
goods	2026-08	2158	1	1580.00	1570.00	1
goods	2026-08	2159	2	3280.00	3220.00	2
goods	2026-08	2161	1	588.00	520.00	1
goods	2026-08	2163	1	290.00	252.00	1
goods	2026-08	2181	1	820.00	800.00	1
goods	2026-08	2182	1	860.00	850.00	1
goods	2026-08	220	1	420.00	400.00	1
goods	2026-08	2205	1	1000.00	980.00	1
goods	2026-08	223	1	625.00	625.00	1
goods	2026-08	22360	1	1050.00	1000.00	1
goods	2026-08	2246	5	6400.00	5574.00	5
goods	2026-08	2247	1	1240.00	1140.00	1
goods	2026-08	22590	1	1150.00	1100.00	1
goods	2026-08	22594	1	1470.00	1260.00	1
goods	2026-08	22604	1	1650.00	1600.00	1
goods	2026-08	22606	1	2060.00	1960.00	1
goods	2026-08	2272	2	3990.00	3900.00	2
goods	2026-08	2275	2	8680.00	7780.00	2
goods	2026-08	2336	1	6480.00	4680.00	1
goods	2026-08	2344	1	560.00	520.00	1
goods	2026-08	242	5	5330.01	4859.01	5
goods	2026-08	2433	2	5540.00	5100.00	2
goods	2026-08	2434	1	2140.00	2000.00	1
goods	2026-08	24439	1	470.00	405.00	1
goods	2026-08	245	1	900.00	850.00	1
goods	2026-08	247	1	1650.00	1550.00	1
goods	2026-08	24761	1	1150.00	550.00	1
goods	2026-08	24785	2	640.00	630.00	2
goods	2026-08	24786	1	410.00	400.00	1
goods	2026-08	24787	2	1460.00	1218.00	2
goods	2026-08	2481	2	2140.00	2050.00	2
goods	2026-08	2482	1	820.00	800.00	1
goods	2026-08	2489	51	63294.00	58187.46	51
goods	2026-08	249	12	12418.00	11752.00	12
goods	2026-08	2492	1	630.00	620.00	1
goods	2026-08	2497	3	810.00	744.00	3
goods	2026-08	2498	2	600.00	580.00	2
goods	2026-08	2511	2	1880.01	1830.01	2
goods	2026-08	2530	2	2055.00	1822.00	2
goods	2026-08	2534	1	250.00	240.00	1
goods	2026-08	2559	1	320.00	310.00	1
goods	2026-08	2574	1	720.00	700.00	1
goods	2026-08	2583	1	310.00	300.00	1
goods	2026-08	2594	1	360.00	315.00	1
goods	2026-08	270	1	320.00	248.00	1
goods	2026-08	276	1	260.00	250.00	1
goods	2026-08	288	1	2560.00	2400.00	1
goods	2026-08	299	3	3710.00	2955.00	3
goods	2026-08	308	1	410.00	400.00	1
goods	2026-08	310	2	1616.00	1450.00	2
goods	2026-08	313	3	3570.01	3360.01	3
goods	2026-08	324	2	749.00	692.00	2
goods	2026-08	32618	1	480.00	405.00	1
goods	2026-08	33076	1	2350.00	2200.00	1
goods	2026-08	33644	1	4980.00	3762.00	1
goods	2026-08	337	1	1240.00	1200.00	1
goods	2026-08	339	1	1330.00	1300.00	1
goods	2026-08	340	2	3200.00	2972.00	2
goods	2026-08	342	1	1450.00	1278.00	1
goods	2026-08	34208	1	480.00	410.00	1
goods	2026-08	346	2	780.00	720.00	2
goods	2026-08	350	2	2320.00	2200.00	2
goods	2026-08	355	1	470.00	460.00	1
goods	2026-08	356	1	960.00	0.00	0
goods	2026-08	3673	1	270.00	260.00	1
goods	2026-08	3690	1	320.00	310.00	1
goods	2026-08	3745	6	8290.00	6480.00	5
goods	2026-08	3748	7	8800.00	7516.00	7
goods	2026-08	38481	2	1700.00	1617.00	2
goods	2026-08	38485	1	240.00	240.00	1
goods	2026-08	38559	1	680.00	660.00	1
goods	2026-08	38647	1	380.00	370.00	1
goods	2026-08	38777	1	530.00	417.00	1
goods	2026-08	38857	4	6680.00	5836.00	4
goods	2026-08	39054	1	380.00	370.00	1
goods	2026-08	391	1	277.00	240.00	1
goods	2026-08	39582	2	730.00	650.00	2
goods	2026-08	39589	1	250.00	200.00	1
goods	2026-08	39642	1	520.00	480.00	1
goods	2026-08	39643	5	2528.00	2238.00	5
goods	2026-08	39644	10	5124.00	4206.00	9
goods	2026-08	39651	9	7197.00	6583.11	9
goods	2026-08	39654	1	950.00	810.00	1
goods	2026-08	39658	4	4250.00	3736.00	4
goods	2026-08	39663	2	3290.00	2972.00	2
goods	2026-08	39664	11	17450.00	15320.00	11
goods	2026-08	39665	6	10020.00	8640.00	6
goods	2026-08	39666	3	5130.00	4590.00	3
goods	2026-08	39667	1	1500.00	1400.00	1
goods	2026-08	39668	5	6950.00	6030.00	5
goods	2026-08	39669	4	6060.00	5543.00	4
goods	2026-08	39707	1	860.00	840.00	1
goods	2026-08	39776	1	950.00	900.00	1
goods	2026-08	39777	2	3300.00	2950.00	2
goods	2026-08	39934	2	3380.00	3030.00	2
goods	2026-08	40243	1	870.00	860.00	1
goods	2026-08	40252	1	2030.00	1800.00	1
goods	2026-08	40253	1	3300.01	3000.01	1
goods	2026-08	40341	2	1537.00	1280.00	2
goods	2026-08	40354	1	1780.00	1530.00	1
goods	2026-08	40362	1	1100.00	972.00	1
goods	2026-08	40363	1	1740.00	1440.00	1
goods	2026-08	40364	3	6510.00	5990.00	3
goods	2026-08	40370	1	500.00	431.30	1
goods	2026-08	40375	2	3030.00	2850.00	2
goods	2026-08	40466	2	2100.00	1836.00	2
goods	2026-08	40613	1	370.00	315.00	1
goods	2026-08	40845	1	480.00	450.00	1
goods	2026-08	410	1	2220.00	2195.00	1
goods	2026-08	41202	1	420.00	400.00	1
goods	2026-08	41460	1	1870.00	1800.00	1
goods	2026-08	41542	2	2900.00	2700.00	2
goods	2026-08	41547	2	740.00	710.00	2
goods	2026-08	41548	2	1083.00	940.00	2
goods	2026-08	41549	1	1190.00	1090.00	1
goods	2026-08	41551	1	1300.00	1143.00	1
goods	2026-08	41552	1	1880.00	1870.00	1
goods	2026-08	41565	1	1870.00	1620.00	1
goods	2026-08	41588	1	660.00	650.00	1
goods	2026-08	416	2	2980.01	2580.01	2
goods	2026-08	425	2	2660.01	2430.01	2
goods	2026-08	42557	3	1530.00	1400.00	3
goods	2026-08	426	1	1100.00	970.00	1
goods	2026-08	427	3	2880.00	2800.00	3
goods	2026-08	430	1	2900.00	2700.00	1
goods	2026-08	433	1	1890.00	1740.00	1
goods	2026-08	434	1	2029.00	1694.00	1
goods	2026-08	435	2	4520.00	4260.00	2
goods	2026-08	456	2	1200.00	1180.00	2
goods	2026-08	459	1	460.00	420.00	1
goods	2026-08	45905	2	2560.00	2399.00	2
goods	2026-08	45909	1	2450.00	2250.00	1
goods	2026-08	463	1	2000.00	1800.00	1
goods	2026-08	464	1	1890.00	1800.00	1
goods	2026-08	481	1	1930.00	1830.00	1
goods	2026-08	487	1	460.00	396.00	1
goods	2026-08	488	1	579.00	512.00	1
goods	2026-08	489	3	1180.00	955.00	3
goods	2026-08	500	3	2160.00	2030.00	3
goods	2026-08	507	1	1160.00	1100.00	1
goods	2026-08	51154	1	1580.00	1480.00	1
goods	2026-08	51165	1	860.00	765.00	1
goods	2026-08	513	1	900.00	800.00	1
goods	2026-08	5169	1	1040.00	1000.00	1
goods	2026-08	51709	1	510.00	500.00	1
goods	2026-08	5185	1	576.00	505.00	1
